MODEL_AST_4_8;M1A1 Abrams;;;;;;;;;;X
MODEL_AST_4_9;M1A2 Abrams;;;;;;;;;;X
MODEL_AST_4_11;M4A1 Clay;;;;;;;;;;X
MODEL_AST_4_12;M4A2 Clay;;;;;;;;;;X
MODEL_AST_5_7;Centurion;;;;;;;;;;X
MODEL_AST_5_8;Centurion Mk13;;;;;;;;;;X
MODEL_AST_5_11;Leopard 1;;;;;;;;;;X
MODEL_AST_5_12;Leopard 1A3;;;;;;;;;;X
MODEL_AST_5_13;Leopard 1A5;;;;;;;;;;X
MODEL_AST_5_15;M1 Abrams;;;;;;;;;;X
MODEL_AST_5_16;M1A1 Abrams;;;;;;;;;;X
MODEL_AST_5_17;M1A2 Abrams;;;;;;;;;;X
MODEL_AST_5_19;M4A1 Clay;;;;;;;;;;X
MODEL_AST_5_20;M4A2 Clay;;;;;;;;;;X
MODEL_AST_13_0;Mirage III;;;;;;;;;;X
MODEL_AST_13_1;;;;;;;;;;;X
MODEL_AST_13_2;F/A-18 Hornet;;;;;;;;;;X
MODEL_AST_13_3;F/A-18F Super Hornet;;;;;;;;;;X
MODEL_AST_13_4;F-35 Lightning II;;;;;;;;;;X
MODEL_AST_13_5;F-35D Lightning II;;;;;;;;;;X
MODEL_AST_15_2;F-111 Aardvark;;;;;;;;;;X
MODEL_AST_16_0;P-2 Neptune;;;;;;;;;;X
MODEL_AST_16_1;P-3A Orion;;;;;;;;;;X
MODEL_AST_16_2;P-3C Orion;;;;;;;;;;X
MODEL_AST_16_3;P-8A Pegasus;;;;;;;;;;X
MODEL_AST_16_4;P-8D Merkur;;;;;;;;;;X
MODEL_AST_18_0;C-130 Hercules;;;;;;;;;;X
MODEL_AST_18_1;C-130J Super Hercules;;;;;;;;;;X
MODEL_AST_18_2;C-17 Globemaster III;;;;;;;;;;X
MODEL_AST_22_0;;;;;;;;;;;X
MODEL_AST_22_1;;;;;;;;;;;X
MODEL_AST_22_2;;;;;;;;;;;X
MODEL_AST_22_3;Hobart-Class;;;;;;;;;;X
MODEL_AST_22_4;;;;;;;;;;;X
MODEL_AST_25_0;River-Class;;;;;;;;;;X
MODEL_AST_25_1;Adelaide-Class;;;;;;;;;;X
MODEL_AST_25_2;Anzac-Class;;;;;;;;;;X
MODEL_AST_25_3;;;;;;;;;;;X
MODEL_AST_25_4;;;;;;;;;;;X
MODEL_AST_27_0;Colossus-Class;;;;;;;;;;X
MODEL_AST_28_0;Oberon-Class;;;;;;;;;;X
MODEL_AST_28_1;Imp. Oberon-Class;;;;;;;;;;X
MODEL_AST_28_4;Collins-Class;;;;;;;;;;X
MODEL_AST_30_4;Canberra-Class;;;;;;;;;;X
BRIG_MODEL_AST_8_0;Bell 47;;;;;;;;;;X
BRIG_MODEL_AST_8_1;UH-1 Iroquois;;;;;;;;;;X
BRIG_MODEL_AST_8_2;OH-58 Kiowa;;;;;;;;;;X
BRIG_MODEL_AST_8_3;ARH Tiger;;;;;;;;;;X
BRIG_MODEL_AST_8_4;ARH Tiger;;;;;;;;;;X
BRIG_MODEL_AST_14_0;F-4J Phantom II;;;;;;;;;;X
BRIG_MODEL_AST_14_1;F/A-18 Hornet;;;;;;;;;;X
BRIG_MODEL_AST_14_2;F/A-18E Super Hornet;;;;;;;;;;X
BRIG_MODEL_AST_14_3;F-35C Lightning II;;;;;;;;;;X
#;;;;;;;;;;;
MODEL_AUS_4_3;Leopard 1;;;;;;;;;;X
MODEL_AUS_4_4;Leopard 1A3;;;;;;;;;;X
MODEL_AUS_4_5;Leopard 1A5;;;;;;;;;;X
MODEL_AUS_4_7;Leopard 2;;;;;;;;;;X
MODEL_AUS_4_8;Leopard 2A4;;;;;;;;;;X
MODEL_AUS_4_9;Leopard 2A6;;;;;;;;;;X
MODEL_AUS_4_11;Leopard 3;;;;;;;;;;X
MODEL_AUS_4_12;Leopard 3A5;;;;;;;;;;X
MODEL_AUS_4_14;Leopard 4;;;;;;;;;;X
MODEL_AUS_4_15;Leopard 4A6;;;;;;;;;;X
MODEL_AUS_5_11;Leopard 1;;;;;;;;;;X
MODEL_AUS_5_12;Leopard 1A3;;;;;;;;;;X
MODEL_AUS_5_13;Leopard 1A5;;;;;;;;;;X
MODEL_AUS_5_15;Leopard 2;;;;;;;;;;X
MODEL_AUS_5_16;Leopard 2A4;;;;;;;;;;X
MODEL_AUS_5_17;Leopard 2A6;;;;;;;;;;X
MODEL_AUS_5_19;Leopard 3;;;;;;;;;;X
MODEL_AUS_5_20;Leopard 3A5;;;;;;;;;;X
MODEL_AUS_5_22;Leopard 4;;;;;;;;;;X
MODEL_AUS_5_23;Leopard 4A6;;;;;;;;;;X
MODEL_AUS_12_3;EF-2000 Typhoon;;;;;;;;;;X
MODEL_AUS_12_4;EF-2010 Hurricane;;;;;;;;;;X
MODEL_AUS_12_5;EF-2020 Cyclone;;;;;;;;;;X
MODEL_AUS_13_0;J 35 Draken;;;;;;;;;;X
MODEL_AUS_15_0;;;;;;;;;;;X
MODEL_AUS_18_0;C-130 Hercules;;;;;;;;;;X
#;;;;;;;;;;;
MODEL_AZB_4_0;T-55;;;;;;;;;;X
MODEL_AZB_4_1;T-62;;;;;;;;;;X
MODEL_AZB_4_3;T-72;;;;;;;;;;X
MODEL_AZB_4_4;T-72A;;;;;;;;;;X
MODEL_AZB_4_5;T-72BM;;;;;;;;;;X
MODEL_AZB_4_7;T-80;;;;;;;;;;X
MODEL_AZB_4_8;T-80U;;;;;;;;;;X
MODEL_AZB_4_9;T-80UM2;;;;;;;;;;X
MODEL_AZB_4_11;T-90;;;;;;;;;;X
MODEL_AZB_4_12;T-90M;;;;;;;;;;X
MODEL_AZB_4_14;T-95;;;;;;;;;;X
MODEL_AZB_4_15;T-95B;;;;;;;;;;X
MODEL_AZB_5_7;T-55;;;;;;;;;;X
MODEL_AZB_5_8;T-62;;;;;;;;;;X
MODEL_AZB_5_11;T-72;;;;;;;;;;X
MODEL_AZB_5_12;T-72A;;;;;;;;;;X
MODEL_AZB_5_13;T-72BM;;;;;;;;;;X
MODEL_AZB_5_15;T-80;;;;;;;;;;X
MODEL_AZB_5_16;T-80U;;;;;;;;;;X
MODEL_AZB_5_17;T-80UM2;;;;;;;;;;X
MODEL_AZB_5_19;T-90;;;;;;;;;;X
MODEL_AZB_5_20;T-90M;;;;;;;;;;X
MODEL_AZB_5_22;T-95;;;;;;;;;;X
MODEL_AZB_5_23;T-95B;;;;;;;;;;X
MODEL_AZB_17_0;Su-25 Frogfoot-A;;;;Su-25;;;;;;X
MODEL_AZB_17_1;Su-25 Frogfoot-T;;;;Su-25;;;;;;X
#;;;;;;;;;;;
MODEL_BEL_4_3;Leopard 1;;;;;;;;;;X
MODEL_BEL_4_4;Leopard 1A3;;;;;;;;;;X
MODEL_BEL_4_5;Leopard 1A5;;;;;;;;;;X
MODEL_BEL_4_7;Leopard 2;;;;;;;;;;X
MODEL_BEL_4_8;Leopard 2A4;;;;;;;;;;X
MODEL_BEL_4_9;Leopard 2A6;;;;;;;;;;X
MODEL_BEL_4_11;Leopard 3;;;;;;;;;;X
MODEL_BEL_4_12;Leopard 3A5;;;;;;;;;;X
MODEL_BEL_4_14;Leopard 4;;;;;;;;;;X
MODEL_BEL_4_15;Leopard 4A6;;;;;;;;;;X
MODEL_BEL_5_11;Leopard 1;;;;;;;;;;X
MODEL_BEL_5_12;Leopard 1A3;;;;;;;;;;X
MODEL_BEL_5_13;Leopard 1A5;;;;;;;;;;X
MODEL_BEL_5_15;Leopard 2;;;;;;;;;;X
MODEL_BEL_5_16;Leopard 2A4;;;;;;;;;;X
MODEL_BEL_5_17;Leopard 2A6;;;;;;;;;;X
MODEL_BEL_5_19;Leopard 3;;;;;;;;;;X
MODEL_BEL_5_20;Leopard 3A5;;;;;;;;;;X
MODEL_BEL_5_22;Leopard 4;;;;;;;;;;X
MODEL_BEL_5_23;Leopard 4A6;;;;;;;;;;X
MODEL_BEL_12_0;F-104G Starfigther;;;;;;;;;;X
MODEL_BEL_12_3;EF-2000 Typhoon;;;;;;;;;;X
MODEL_BEL_12_4;EF-2010 Hurricane;;;;;;;;;;X
MODEL_BEL_12_5;EF-2010C Hurricane;;;;;;;;;;X
MODEL_BEL_13_0;Mirage 5;;;;;;;;;;X
MODEL_BEL_13_1;;;;;;;;;;;X
MODEL_BEL_13_2;F-16A Fighting Falcon;;;;;;;;;;X
MODEL_BEL_13_3;F-16C Fighting Falcon;;;;;;;;;;X
MODEL_BEL_13_4;F-35 Lightning II;;;;;;;;;;X
MODEL_BEL_13_5;F-35D Lightning II;;;;;;;;;;X
MODEL_BEL_15_0;Alpha Jet;;;;;;;;;;X
MODEL_BEL_15_1;;;;;;;;;;;X
MODEL_BEL_18_0;C-130 Hercules;;;;;;;;;;X
MODEL_BEL_18_1;;;;;;;;;;;X
MODEL_BEL_18_2;;;;;;;;;;;X
MODEL_BEL_18_3;Airbus A400M Atlas;;;;;;;;;;X
MODEL_BEL_25_1;Wielingen-Class;;;;;;;;;;X
MODEL_BEL_25_2;Karel Doorman-Class;;;;;;;;;;X
MODEL_BEL_25_3;;;;;;;;;;;X
MODEL_BEL_25_4;;;;;;;;;;;X
#;;;;;;;;;;;
MODEL_BLR_4_0;T-55;;;;;;;;;;X
MODEL_BLR_4_1;T-62;;;;;;;;;;X
MODEL_BLR_4_3;T-72;;;;;;;;;;X
MODEL_BLR_4_4;T-72A;;;;;;;;;;X
MODEL_BLR_4_5;T-72BM;;;;;;;;;;X
MODEL_BLR_4_7;T-80;;;;;;;;;;X
MODEL_BLR_4_8;T-80U;;;;;;;;;;X
MODEL_BLR_4_9;T-80UM2;;;;;;;;;;X
MODEL_BLR_4_11;T-90;;;;;;;;;;X
MODEL_BLR_4_12;T-90M;;;;;;;;;;X
MODEL_BLR_4_14;T-95;;;;;;;;;;X
MODEL_BLR_4_15;T-95B;;;;;;;;;;X
MODEL_BLR_5_7;T-55;;;;;;;;;;X
MODEL_BLR_5_8;T-62;;;;;;;;;;X
MODEL_BLR_5_11;T-72;;;;;;;;;;X
MODEL_BLR_5_12;T-72A;;;;;;;;;;X
MODEL_BLR_5_13;T-72BM;;;;;;;;;;X
MODEL_BLR_5_15;T-80;;;;;;;;;;X
MODEL_BLR_5_16;T-80U;;;;;;;;;;X
MODEL_BLR_5_17;T-80UM2;;;;;;;;;;X
MODEL_BLR_5_19;T-90;;;;;;;;;;X
MODEL_BLR_5_20;T-90M;;;;;;;;;;X
MODEL_BLR_5_22;T-95;;;;;;;;;;X
MODEL_BLR_5_23;T-95B;;;;;;;;;;X
MODEL_BLR_12_0;Su-9 Fishpot;;;;;;;;;;X
MODEL_BLR_12_1;MiG-23 Flogger;;;;;;;;;;X
MODEL_BLR_12_2;Su-27 Flanker;;;;;;;;;;X
MODEL_BLR_12_3;Su-35 Flanker-E;;;;;;;;;;X
MODEL_BLR_12_4;Su-38 Firefox;;;;;;;;;;X
MODEL_BLR_12_5;Su-40 Firefox-E;;;;;;;;;;X
MODEL_BLR_13_0;MiG-21 Farmer;;;;;;;;;;X
MODEL_BLR_13_1;MiG-21bis Fishbed-L;;;;;;;;;;X
MODEL_BLR_13_2;MiG-29 Fulcrum;;;;;;;;;;X
MODEL_BLR_13_3;MiG-35 Fulcrum-F;;;;;;;;;;X
MODEL_BLR_13_4;MiG-39 Flatpack;;;;;;;;;;X
MODEL_BLR_13_5;MiG-41 Flatpack-F;;;;;;;;;;X
MODEL_BLR_14_0;Tu-95 Bear;;;;;;;;;;X
MODEL_BLR_14_1;Tu-22M Backfire;;;;;;;;;;X
MODEL_BLR_14_2;Tu-160 Blackjack;;;;;;;;;;X
MODEL_BLR_14_3;Tu-180 Ace of Spade;;;;;;;;;;X
MODEL_BLR_15_1;Su-17 Fitter;;;;;;;;;;X
MODEL_BLR_15_2;Su-24 Fencer;;;;;;;;;;X
MODEL_RUS_15_3;Su-34 Fullback;;;;;;;;;;X
MODEL_BLR_15_4;MiG-40 Flatpack-S;;;;;;;;;;X
MODEL_BLR_16_0;Tu-16T Badger;;;;;;;;;;X
MODEL_BLR_16_1;Tu-142 Bear F;;;;;;;;;;X
MODEL_BLR_16_2;Tu-22M Backfire;;;;;;;;;;X
MODEL_BLR_16_3;Tu-170;;;;;;;;;;X
MODEL_BLR_16_4;Tu-210;;;;;;;;;;X
MODEL_BLR_17_0;Su-25 Frogfoot;;;;;;;;;;X
MODEL_BLR_17_1;;;;;;;;;;;X
MODEL_BLR_18_0;An-12 Cub;;;;;;;;;;X
MODEL_BLR_18_1;Il-76 Candid;;;;;;;;;;X
MODEL_BLR_18_2;An-225 Cossack;;;;;;;;;;X
BRIG_MODEL_BLR_8_0;Mi-8 Hip;;;;;;;;;;X
BRIG_MODEL_BLR_8_1;Mi-24 Hind;;;;;;;;;;X
BRIG_MODEL_BLR_8_2;Mi-24PN Hind-E;;;;;;;;;;X
BRIG_MODEL_BLR_8_3;Mi-28 Havock;;;;;;;;;;X
BRIG_MODEL_BLR_8_4;Mi-28N2 Havock-E;;;;;;;;;;X
#;;;;;;;;;;;
MODEL_BOL_4_0;SK-105;;;;;;;;;;X
MODEL_BOL_4_1;SK-105A1;;;;;;;;;;X
MODEL_BOL_4_3;Leopard 1;;;;;;;;;;X
MODEL_BOL_4_4;Leopard 1A3;;;;;;;;;;X
MODEL_BOL_4_5;Leopard 1A5;;;;;;;;;;X
MODEL_BOL_4_7;Leopard 2;;;;;;;;;;X
MODEL_BOL_4_8;Leopard 2A4;;;;;;;;;;X
MODEL_BOL_4_9;Leopard 2A6;;;;;;;;;;X
MODEL_BOL_4_11;Leopard 3;;;;;;;;;;X
MODEL_BOL_4_12;Leopard 3A5;;;;;;;;;;X
MODEL_BOL_4_14;Leopard 4;;;;;;;;;;X
