TECH_CAT_BOMBERS;Carrier Air Group;;;;Flugzeugträgerstaffel;;;;;;X
TECH_CAT_TACTBOMBERS;Tactical Bombers;;;;Taktische Bomber;;;;;;X
TECH_CAT_STRATBOMBERS;Strategic Bombers;;;;Strategische Bomber;;;;;;X
TECH_CAT_CAS;Close Air Support;;;;Close Air Support;;;;;;X
TECH_CAT_NAVBOMBERS;Naval Patrol;;;;Marine Bomber;;;;;;X
TECH_CAT_AIRTRANSP;Air Transports;;;;Lufttransporter;;;;;;X
TECH_CAT_ATOMIC;Nuclear Technology;;;;Atomwaffen;;;;;;x
TECH_CAT_SPACE;Satellite Systems;;;;Space Technology;;;;;;x
TECH_CAT_SCOM;Supercomputers;;;;Space Technology;;;;;;x
TECH_CAT_UCAVS;Unmanned Drones;;;;Space Technology;;;;;;x
TECH_CAT_STEALTH;Stealth Technology;;;;Stealth Technology;;;;;;x
TECH_CAT_ARM;Armoured Brigade/Division;;;;;;;;;;x
TECH_CAT_MAR;Marine Infantry;;;;;;;;;;x
TECH_CAT_ICBM;Balistic Missiles;;;;;;;;;;x
TECH_CAT_AENERGY;Energy;;;;;;;;;;x
TECH_CAT_AWEAPONS;Weapons;;;;;;;;;;x
TECH_CAT_RENERGY;Fuel Efficiency;;;;;;;;;;x
TECH_CAT_HYDRO;Hydrogen Fuel Cells;;;;;;;;;;x
TECH_CAT_FUTSOL;Future Solider Project;;;;;;;;;;x
TECH_CAT_SOF;Terrain Specialization;;;;;;;;;;x
TECH_CAT_SPEC;Specialized Operations Brigade;;;;;;;;;;x
TECH_CAT_SOFFF;|;;;;;;;;;;x
TECH_CAT_PAR;Paratrooper Brigade;;;;;;;;;;x
TECH_CAT_GAR;Garrison Brigade;;;;;;;;;;x
TECH_CAT_AIRCAV;Airmobile Cavalry Brigade;;;;;;;;;;x
TECH_CAT_MEC;Mechanized Infantry;;;;;;;;;;x
TECH_CAT_MOT;Motorized Infantry;;;;;;;;;;x
TECH_CAT_TANKPROD;Tank Production;;;;;;;;;;x
TECH_CAT_AIRPROD;Aircraft Production;;;;;;;;;;x
TECH_CAT_MBT;Main Battle Tank;;;;;;;;;;x
TECH_CAT_TAPC;Tracked Armored Personell Carriers / IFV's;;;;;;;;;;x
TECH_CAT_WAPC;Wheeled Armored Personell Carriers;;;;;;;;;;x
TECH_CAT_INFEQUIP;Infantry Equipment;;;;;;;;;;x
TECH_CAT_SPART;Self-Propelled Artillery;;;;;;;;;;x
TECH_CAT_SAM;Surface-to-Air Missiles;;;;;;;;;;x
TECH_CAT_SPAA;Self-Propelled AA;;;;;;;;;;x
TECH_CAT_AT;Anti-Tank Weapons;;;;;;;;;;x
TECH_CAT_MR;Multirole Fighter;;;;;;;;;;x
TECH_CAT_LR;Long Range;;;;;;;;;;x
TECH_CAT_SR;Short Range;;;;;;;;;;x
TECH_CAT_STRATEGIC;Strategic Bomber;;;;;;;;;;x
TECH_CAT_STRIKE;Strike Fighter;;;;;;;;;;x
TECH_CAT_TRA;Air Transport;;;;;;;;;;x
TECH_CAT_NAV;Naval Patrol;;;;;;;;;;x
TECH_CAT_AH;Attack Helicopter;;;;;;;;;;x
TECH_CAT_JET;Jet Light Bomber;;;;;;;;;;x
TECH_CAT_CAS;Close Air Support;;;;;;;;;;x
TECH_CAT_CAG;Carrier Air Group;;;;;;;;;;x
TECH_CAT_ATA;Air-to-Air Missiles;;;;;;;;;;x
TECH_CAT_ATG;Air-to-Ground Missiles;;;;;;;;;;x
TECH_CAT_ATS;Air-to-Sea Missiles;;;;;;;;;;x
TECH_CAT_OPEMPH;Operational Emphasis;;;;;;;;;;x
TECH_CAT_LOGISTICS;Logistics / Power Projection;;;;;;;;;;x
TECH_CAT_NCO;Non Commissioned Officer Initiative;;;;;;;;;;x
TECH_CAT_EACW;Early Cold War;;;;;;;;;;x
TECH_CAT_MICW;Mid Cold War;;;;;;;;;;x
TECH_CAT_LACW;Late Cold War;;;;;;;;;;x
TECH_CAT_POCW;Post Cold War;;;;;;;;;;x
TECH_CAT_21ST;21st Century;;;;;;;;;;x
TECH_CAT_A21ST;Adv. 21st Century;;;;;;;;;;x
TECH_CAT_ECM;Electronic Countermeasures;;;;;;;;;;x
TECH_CAT_PILOT;Pilot Training Regime;;;;;;;;;;x
TECH_CAT_FRIGATE;Frigates;;;;;;;;;;x
TECH_CAT_DESTROY;Destroyers;;;;;;;;;;x
TECH_CAT_CRUISER;Guided Missile Cruisers;;;;;;;;;;x
TECH_CAT_BATTLECRUISER;Nuclear Battlecruisers;;;;;;;;;;x
TECH_CAT_SEATRANS;Transport Ships;;;;;;;;;;x
TECH_CAT_STS;Ship-to-Ship Missiles;;;;;;;;;;x
TECH_CAT_SSK;Diesel Submarines (SSK);;;;;;;;;;x
TECH_CAT_SSN;Nuclear Submarines (SSN);;;;;;;;;;x
TECH_CAT_SSGN;SSGN's;;;;;;;;;;x
TECH_CAT_CARRIER;Aircraft Carriers;;;;;;;;;;x
TECH_CAT_LCARRIER;Light Carriers;;;;;;;;;;x
TECH_CAT_HACC;Heavy Aircraft Carrying Cruisers;;;;;;;;;;x
TECH_CAT_FFFLO;Frigate Flotilla;;;;;;;;;;x
TECH_CAT_DDFLO;Destroyer Flotilla;;;;;;;;;;x
TECH_CAT_CGFLO;Cruiser Battlegroup;;;;;;;;;;x
TECH_CAT_CVFLO;Carrier Task Force;;;;;;;;;;x
TECH_CAT_NAVAVI;Naval Aviation;;;;;;;;;;x
##;;;;;;;;;;;X
##;;;;;;;;;;;X
TECH_INFANTRY_NAME;Army Organisation;;;;;;;;;;X
TECH_INFANTRY_DESC;;;;;;:;;;;;X
TECH_ARMOR_NAME;Army Equipment;;;;;;;;;;X
TECH_ARMOR_DESC;;;;;;:;;;;;X
TECH_LD_NAME;Army Doctrines;;;;;;;;;;X
TECH_LD_DESC;;;;;;:;;;;;X
TECH_NAVAL_NAME;Navy;;;;;;;;;;X
TECH_NAVAL_DESC;;;;;;:;;;;;X
TECH_ND_NAME;Navy Doctrines;;;;;;;;;;X
TECH_ND_DESC;;;;;;:;;;;;X
TECH_SW_NAME;Secret Technologies;;;;;;;;;;X
TECH_SW_DESC;;;;;;:;;;;;X
TECH_AD_NAME;Air Force Doctrines;;;;;;;;;;X
TECH_AD_DESC;;;;;;:;;;;;X
TECH_INDUSTRY_NAME;Industry;;;;;;;;;;X
TECH_INDUSTRY_DESC;;;;;;:;;;;;X
TECH_AIRCRAFT_NAME;Air Force;;;;;;;;;;X
TECH_AIRCRAFT_DESC;;;;;;:;;;;;X
SHORT_TECH_APP_ARMOR_1_NAME;Early Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_10_NAME;21st Century Upg;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_11_NAME;21st Century MBT;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_12_NAME;Future Upgrade;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_13_NAME;Early Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_14_NAME;Mid Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_15_NAME;Late Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_16_NAME;Post Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_17_NAME;21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_18_NAME;Adv 21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_19_NAME;Foreign Purchase;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_2_NAME;Mid CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_20_NAME;Licence Prod.;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_21_NAME;Domestic Prod.;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_22_NAME;Early Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_23_NAME;Mid Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_24_NAME;Late Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_25_NAME;Post Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_26_NAME;21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_27_NAME;Adv 21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_28_NAME;Early Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_29_NAME;Mid Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_3_NAME;Mid Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_30_NAME;Late Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_31_NAME;Post Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_32_NAME;21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_33_NAME;Adv 21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_34_NAME;Early Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_35_NAME;Mid Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_36_NAME;Late Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_37_NAME;Post Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_38_NAME;21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_39_NAME;Adv 21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_4_NAME;Late CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_40_NAME;Early Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_41_NAME;Mid Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_42_NAME;Late Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_43_NAME;Post Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_44_NAME;21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_45_NAME;Adv 21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_46_NAME;Early Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_47_NAME;Mid Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_48_NAME;Late Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_49_NAME;Post Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_5_NAME;Post CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_50_NAME;21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_51_NAME;Adv 21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_52_NAME;Early Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_53_NAME;Mid Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_54_NAME;Late Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_55_NAME;Post Cold War;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_56_NAME;21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_57_NAME;Adv 21st Century;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_6_NAME;Late Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_7_NAME;Post CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_8_NAME;21st Century Upg;;;;;;;;;;X
SHORT_TECH_APP_ARMOR_9_NAME;Post Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_1_NAME;Early Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_10_NAME;21st Century Upg;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_11_NAME;21st Century MBT;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_12_NAME;Future Upgrade;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_13_NAME;Division 1965;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_14_NAME;Division 1975;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_15_NAME;Division 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_16_NAME;Division 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_17_NAME;Division 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_18_NAME;Division 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_20_NAME;Brigade 1965;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_21_NAME;Brigade 1975;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_22_NAME;Brigade 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_23_NAME;Brigade 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_24_NAME;Brigade 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_25_NAME;Brigade 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_26_NAME;Division 1965;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_27_NAME;Division 1975;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_28_NAME;Division 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_29_NAME;Division 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_30_NAME;Division 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_31_NAME;Division 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_32_NAME;Brigade 1965;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_33_NAME;Brigade 1975;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_34_NAME;Brigade 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_35_NAME;Brigade 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_36_NAME;Brigade 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_37_NAME;Brigade 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_38_NAME;Brigade 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_39_NAME;Brigade 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_40_NAME;Brigade 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_41_NAME;Brigade 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_42_NAME;Division 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_43_NAME;Division 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_44_NAME;Division 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_45_NAME;Division 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_46_NAME;Garrison 1965;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_47_NAME;Garrison 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_48_NAME;Garrison 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_49_NAME;Airmobile 1975;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_50_NAME;Airmobile 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_51_NAME;Airmobile 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_52_NAME;Airmobile 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_53_NAME;Airmobile 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_54_NAME;Paratrooper 1975;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_55_NAME;Paratrooper 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_56_NAME;Paratrooper 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_57_NAME;Paratrooper 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_58_NAME;Paratrooper 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_59_NAME;Specialist 1965;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_60_NAME;Specialist 1975;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_61_NAME;Specialist 1985;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_62_NAME;Specialist 1995;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_63_NAME;Specialist 2005;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_64_NAME;Specialist 2015;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_65_NAME;Mountain;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_66_NAME;Desert;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_67_NAME;Tropic;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_68_NAME;Winter;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_2_NAME;Mid CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_3_NAME;Mid Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_4_NAME;Late CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_5_NAME;Post CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_6_NAME;Late Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_7_NAME;Post CW Upgrade;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_8_NAME;21st Century Upg;;;;;;;;;;X
SHORT_TECH_APP_INFANTRY_9_NAME;Post Cold War MBT;;;;;;;;;;X
SHORT_TECH_APP_LD_1_NAME;Local;;;;;;;;;;X
SHORT_TECH_APP_LD_2_NAME;Implementation;;;;;;;;;;X
SHORT_TECH_APP_LD_3_NAME;Regional;;;;;;;;;;X
SHORT_TECH_APP_LD_4_NAME;Implementation;;;;;;;;;;X
SHORT_TECH_APP_LD_5_NAME;Continental;;;;;;;;;;X
SHORT_TECH_APP_LD_6_NAME;Implementation;;;;;;;;;;X
SHORT_TECH_APP_LD_7_NAME;Worldwide;;;;;;;;;;X
SHORT_TECH_APP_LD_8_NAME;Implementation;;;;;;;;;;X
SHORT_TECH_APP_LD_10_NAME;C2I;;;;;;;;;;X
SHORT_TECH_APP_LD_11_NAME;Mech Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_12_NAME;Armored Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_13_NAME;Amph Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_14_NAME;Paradrop Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_15_NAME;Airmobile Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_16_NAME;Spec Ops Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_17_NAME;Gunship Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_20_NAME;C3I;;;;;;;;;;X
SHORT_TECH_APP_LD_21_NAME;Mech Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_22_NAME;Armored Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_23_NAME;Amph Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_24_NAME;Paradrop Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_25_NAME;Airmobile Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_26_NAME;Spec Ops Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_27_NAME;Gunship Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_30_NAME;C4I;;;;;;;;;;X
SHORT_TECH_APP_LD_31_NAME;Mech Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_32_NAME;Armored Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_33_NAME;Amph Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_34_NAME;Paradrop Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_35_NAME;Airmobile Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_36_NAME;Spec Ops Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_37_NAME;Gunship Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_40_NAME;C4I2;;;;;;;;;;X
SHORT_TECH_APP_LD_41_NAME;Mech Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_42_NAME;Armored Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_43_NAME;Amph Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_44_NAME;Paradrop Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_45_NAME;Airmobile Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_46_NAME;Spec Ops Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_47_NAME;Gunship Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_50_NAME;C4ISTAR;;;;;;;;;;X
SHORT_TECH_APP_LD_51_NAME;Mech Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_52_NAME;Armored Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_53_NAME;Amph Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_54_NAME;Paradrop Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_55_NAME;Airmobile Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_56_NAME;Spec Ops Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_57_NAME;Gunship Apps;;;;;;;;;;X
SHORT_TECH_APP_LD_60_NAME;CW Op. Art;;;;;;;;;;X
SHORT_TECH_APP_LD_61_NAME;Defensive;;;;;;;;;;X
SHORT_TECH_APP_LD_62_NAME;Balanced;;;;;;;;;;X
SHORT_TECH_APP_LD_63_NAME;Offensive;;;;;;;;;;X
SHORT_TECH_APP_LD_64_NAME;Post CW Op. Art;;;;;;;;;;X
SHORT_TECH_APP_LD_65_NAME;Defensive;;;;;;;;;;X
SHORT_TECH_APP_LD_66_NAME;Balanced;;;;;;;;;;X
SHORT_TECH_APP_LD_67_NAME;Offensive;;;;;;;;;;X
SHORT_TECH_APP_LD_68_NAME;21st Cent Op. Art;;;;;;;;;;X
SHORT_TECH_APP_LD_69_NAME;Defensive;;;;;;;;;;X
SHORT_TECH_APP_LD_70_NAME;Balanced;;;;;;;;;;X
SHORT_TECH_APP_LD_71_NAME;Offensive;;;;;;;;;;X
SHORT_TECH_APP_LD_72_NAME;Discourage;;;;;;;;;;X
SHORT_TECH_APP_LD_73_NAME;Re-examination;;;;;;;;;;X
SHORT_TECH_APP_LD_74_NAME;Encourage;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_1_NAME;Materials;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_2_NAME;Machinery;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_3_NAME;Electronics;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_4_NAME;Computing Machines;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_5_NAME;Encryption;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_6_NAME;Decryption;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_7_NAME;Communication;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_8_NAME;Electronic Warfare;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_9_NAME;Targeting;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_11_NAME;Materials;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_12_NAME;Machinery;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_13_NAME;Electronics;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_14_NAME;Computing Machines;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_15_NAME;Encryption;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_16_NAME;Decryption;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_17_NAME;Communication;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_18_NAME;Electronic Warfare;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_19_NAME;Targeting;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_21_NAME;Materials;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_22_NAME;Machinery;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_23_NAME;Electronics;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_24_NAME;Computing Machines;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_25_NAME;Encryption;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_26_NAME;Decryption;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_27_NAME;Communication;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_28_NAME;Electronic Warfare;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_29_NAME;Targeting;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_31_NAME;Materials;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_32_NAME;Machinery;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_33_NAME;Electronics;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_34_NAME;Computing Machines;;;;;;;;;;X
SHORT_TECH_APP_INDUSTRY_35_NAME;Encryption;;;;;;;;;;X
