#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
########################################;;;;;;;;;;;X
#  Division Description;;;;;;;;;;;X
########################################;;;;;;;;;;;X
NAME_TRANSPORT_PLANE;Transport Planes;Avion de transport;Aerei da trasporto;Aviones de transporte;Transportflugzeuge;Samoloty transportowe;;Трансп. самолеты;;;X
NAME_BATTLESHIP;Battleship;Cuirassй;Corazzata;Acorazado;Schlachtschiff;Pancernik;;Линкор;;;X
NAME_LIGHT_CRUISER;Light Cruiser;Croiseur lйger;Incrociatore leggero;Crucero ligero;Leichter Kreuzer;Lekki kr№їownik;;Легкий крейсер;;;X
NAME_HEAVY_CRUISER;Heavy Cruiser;Croiseur lourd;Incrociatore pesante;Crucero pesado;Schwerer Kreuzer;Ciкїki kr№їownik;;Тяжелый крейсер;;;X
NAME_BATTLECRUISER;Battlecruiser;Croiseur de bataille;Incrociatore da guerra;Crucero de batalla;Schlachtkreuzer;Kr№їownik liniowy;;Линейный крейсер;;;X
NAME_DESTROYER;Destroyers;Destroyer;Cacciatorpediniere;Destructores;Zerstцrer;Niszczyciel;;Эсминец;;;X
NAME_CARRIER;Carrier;Porte-avions;Portaerei;Portaaviones;Flugzeugtrдger;Lotniskowiec;;Авианосец;;;X
NAME_SUBMARINE;Submarines;Sous-marin;Sottomarino;Submarinos;U-Boote;Okrкt podwodny;;Подв. лодки;;;X
NAME_TRANSPORT;Transports;Transport;Trasporto navale;Transportes;Transporter;Transportowiec;;Транспорты;;;X
NAME_FLYING_BOMB;Flying Bomb;Bombe volante;Bomba volante;Bomba vol.;Flugbombe;Lataj№ca bomba;;Самолет-снаряд;;;X
NAME_FLYING_ROCKET;Strategic Rocket;Fusйe;Razzo;Cohete;Rakete;Rakieta niekierowana;;БРМД;;;X
NAME_BALLISTIC_MISSILE;Missile;Missile;Missile;Misil;Rakete;Rakieta balistyczna;;БРСД;;;X
NAME_ICBM;ICBM;Missile intercontinental;Missile intercontinentale;ICBM;ICBM;ICBM;;МБР;;;X
NAME_ARTILLERY;Artillery Brigade;Brigade d'artillerie;Brigata artiglieri;Brigada artilleros;Artilleriebrigade;Artyleria;;Полевая артиллерия;;;X
NAME_SP_ARTILLERY;Self-Propelled Artillery;Artillerie AM;Artiglieria a propulsione;Artillerнa autopropulsada;Selbstangetrieb. Artillerie;Artyleria samobieїna;;САУ;;;X
NAME_TANK_DESTROYER;Tank Destroyer;Chasseur de chars;Caccia Carri;Cazacarros;Jagdpanzer;Niszczyciel czoіgуw;;СхПТО;;;X
NAME_HEAVY_ARMOR;Heavy Armored;Blindй lourd;Corazzato pesante;Blindada pesada;Schwere Panzer;Ciкїki czoіg;;Тяжелый танк;;;X
NAME_SUPER_HEAVY_ARMOR;Super Heavy Armored;Blindй ultra lourd;Corazzato ultra-pesante;Blindada superpesada;Superschwere Panzer;Bardzo ciкїki czoіg;;Сверхтяж. танк;;;X
NAME_ARMORED_CAR;Armored Car;Vйhicule blindй;Autoblinda;Vehнculo blindado;Panzerwagen;Pojazd pancerny;;Бронеавтомобиль;;;X
NAME_POLICE;Police;Police;Polizia;Policнa;Polizei;Policja;;Полиция;;;X
NAME_ANTIAIR;Anti-aircraft Brigade;Brigade DCA;Brigata contraerea;Brigada antiaйrea;Flugabwehrbrigade;Brygada przeciwlotnicza;;Зенитная бригада;;;X
NAME_ENGINEER;Engineer Brigade;Brigade du gйnie;Brigata genieri;Brigada ingenieros;Pionierbrigade;Brygada inїynieryjna;;Инженерно-саперн. бриг.;;;X
NAME_CAS;Close Air Support;Bombardier en piquй;Supporto aereo ravvicinato;Apoyo aйreo prуxima.;Sturzkampfbomber;Bezpoњrednie wsparcie z powietrza;;Штурмовики;;;X
NAME_CAG;Carrier Air Group;Escadrille aйro-navale;Squadroni aerei imbarcati;Grupo aeronaval embarcado;Flugzeugtrдgerstaffel;Lotnicza grupa pokіadowa;;Палубная авиагруппа;;;X
NAME_LCAG;Light Carrier Air Group;Escadrille aйro-navale;Squadroni aerei imbarcati;Grupo aeronaval embarcado;Flugzeugtrдgerstaffel;Lotnicza grupa pokіadowa;;Палубная авиагруппа;;;X
NAME_ESCORT_CARRIER;Escort Carrier;Porte-avions d'escorte;Portaerei di scorta;Portaaviones de escolta;Geleittrдger;Eskortowac lotniskowiec ;;Легкий авианосец;;;X
NAME_LIGHT_CARRIER;Light Carrier;Porte-avions lйger;Portaerei Leggera;Portaaviones ligero;Leichter Flugzeugtrдger;Lekki lotniskowiec ;;Легкий авианосец;;;X
NAME_NUCLEAR_SUBMARINE;Heavy Submarine;Sous-marin lourd;Sottomarino pesante;Submarino Pesado;Schw. U-Boot;Ciкїki okrкt podwodny;;Тяжелая подлодка;;;X
NAME_LIGHT_ARMOR_BRI;Light Armored Brigade;Blindй lйger;Corazzato leggero;Blindada ligera;Leichte Panzerbrigade;Lekka pancerna;;Легкотанковая бригада;;;X
SNAME_ARTILLERY;Art;Art;Art;Art;Art.;Art.;;Арт.;;;X
SNAME_SP_ARTILLERY;SP Art;Art. AM;Art AP;Art APr;Art.(Sfl);Art. s-b.;;САУ;;;X
SNAME_TANK_DESTROYER;SP AT;AC AM;AC S;CCa APr;Jgd.Pz.;Niszcz. cz.;;СхПТО;;;X
SNAME_HEAVY_ARMOR;H Arm;Blind. Ld;Cor P;Bli P;Schw.Pz.;C. cz.;;Т.Танк.;;;X
SNAME_SUPER_HEAVY_ARMOR;SH Arm;Blind. ULd;Cor UP;Bli SPe;Sschw.Pz;B.c. cz.;;Свт.Танк.;;;X
SNAME_ARMORED_CAR;AC;V bl.;AC;Veh bli;Aukl.;P.p.;;БА;;;X
SNAME_ANTIAIR;AA;(DCA);CA;AA;FLAK;P-lot.;;ПВО;;;X
SNAME_ENGINEER;Eng;(Gйnie);G;Ing;Pio.;Inї.;;Инж.;;;X
SNAME_POLICE;Pol;Pol.;Pol;Pol;Polizei;Pol.;;Полиц.;;;X
SNAME_LIGHT_ARMOR_BRI;L-A;B-L;B-L;Bli Lig;L. Pz;L. Cz.;;Л.Т.(бриг.);;;X
SNAME_CAS;CAS;BEP;CAS;AAP;Stuka;CAS;;Штурм.;;;X
SNAME_CAG;CAG;EAN;CAG;GAE;CAG;CAG;;ПАГ;;;X
SNAME_LCAG;LCAG;EAN;LCAG;GAE;LCAG;LCAG;;ПАГ;;;X
SNAME_INFANTRY;Inf;Inf.;Fan;Inf;Inf.;Piech.;;Пех.;;;X
SNAME_CAVALRY;Cav;Cav.;Cav;Cab;Kav.;Kaw.;;Кав.;;;X
SNAME_MOTORIZED;Mot;Mot.;Mot;Mot;Mot.;Zmot.;;Мот.;;;X
SNAME_MECHANIZED;Mec;Mйca.;Mec;Mec;Mech.;Zmech.;;Мех.;;;X
SNAME_LIGHT_ARMOR;L Arm;Bl.Lйg.;Cor L;Bli L;le.Pz.;L. cz.;;Легк.танк.;;;X
SNAME_ARMOR;Arm;Bl.;Cor;Bli;Pz.;Cz.;;Средн.танк.;;;X
SNAME_PARATROOPER;Par;Paras;Par;Par;FJ;Spad.;;ВДВ;;;X
SNAME_MARINE;Mar;Amph.;Mar;Mar;Mar.;Mor.;;Мор.пех.;;;X
SNAME_BERGSJAEGER;Mtn;Alp.;Alp;Mon;Geb.;Gуr.;;Горн.;;;X
SNAME_GARRISON;Gar;Gar.;Pres;Gua;Garn.;Gar.;;Гарн.;;;X
SNAME_HQ;HQ;QG;QG;EM;HQ;HQ;;Штаб;;;X
SNAME_INTERCEPTOR;Int F;Ch.Int.;C Int;Ca Int;AJ;Myњl. przechw.;;Перехв.;;;X
SNAME_MULTI_ROLE;Ftr;Cha.;Fig;Ca;MZJ;Myњl.;;Истр.;;;X
SNAME_ESCORT;Esc F;Ch.Esc.;C Sc;Ca Esc;BJ;Myњl. esk.;;Истр.сопр.;;;X
SNAME_STRATEGIC_BOMBER;Str;B.Strat;Str;Est;StraBo;Strat.;;Стр.бомб.;;;X
SNAME_TACTICAL_BOMBER;Tac;B.Tac.;Tat;Tбc;TaBo;Takt.;;Так.бомб.;;;X
SNAME_NAVAL_BOMBER;Nav;B.Nav.;Nav;Nav;MaBo;Okr.;;Мор.бомб.;;;X
SNAME_TRANSPORT_PLANE;Tra;Av.Tra.;Trs;A Tra;Transp.;Trn.;;Авиатр.;;;X
SNAME_BATTLESHIP;BB;Cuir.;CO;Aco;Schlachts.;BB;;Линк.;;;X
SNAME_CRUISER;CA;Crois.;IN;Cru;Kreuzer;CA;;Кр.;;;X
SNAME_LIGHT_CRUISER;CL;Cr.Lйg.;IL;Cru L;le.Kr.;CL;;Л.Кр.;;;X
SNAME_HEAVY_CRUISER;CA;Cr.Ld.;IN;Cru P;Schw.Kr.;CA;;Т.Кр.;;;X
SNAME_BATTLECRUISER;BC;Cr.Bat.;IN G;Cru Bat;Schl.Kr.;BC;;Лин.Кр.;;;X
SNAME_DESTROYER;DD;Destr.;CT;Des;Zerst.;DD;;Эсм.;;;X
SNAME_CARRIER;CV;PA;PA;PAv;Trдger;CV;;Авиан.;;;X
SNAME_SUBMARINE;SUB;SM;SM;Sub;SUB;SS;;Подл.;;;X
SNAME_TRANSPORT;TP;Nav.Tra.;TR;B Tra;TP;TP;;Трансп.;;;X
SNAME_FLYING_BOMB;V1;V1;V1;V1;V1;V1;;Фау-1;;;X
SNAME_FLYING_ROCKET;V2;V2;V2;V2;V2;V2;;Ракета;;;X
SNAME_MILITIA;Mil;Milice;Mil;Mil;Miliz;Boj.;;Ополч.;;;X
SNAME_ESCORT_CARRIER;CVE;(Porte-av. E);CVE;Portaav E;CVE;CVE;;Легк. авианосец;;;X
SNAME_LIGHT_CARRIER;CVL;(Porte-av. L);CVL;Portaav L;CVL;CVL;;Легк. авианосец;;;X
SNAME_NUCLEAR_SUBMARINE;H SUB;SS.L;H SUB;H SUB;H SUB;Ciкї. OP;;ТПЛ;;;X
SDESC_INFANTRY;Infantry Division;Division d'infanterie;Divisione di fanteria;Divisiуn infant.;Infanteriedivision;Dywizja piechoty;;Пехотная дивизия;;;X
SDESC_CAVALRY;Cavalry Division;Division de cavalerie;Divisione di cavalleria;Divisiуn caball.;Kavalleriedivision;Dywizja kawalerii;;Кавалерийская дивизия;;;X
SDESC_MOTORIZED;Motorized Infantry Division;Division d'infanterie motorisйe;Divisione di fanteria motorizzata;Divisiуn infant. motorizada;Motorisierte Infanteriedivision;Zmotoryzowana dywizja piechoty;;Моторизованная дивизия;;;X
SDESC_MECHANIZED;Mechanized Infantry Division;Division d'infanterie mйcanisйe;Divisione di fanteria meccanizzata;Divisiуn infant. mecanizada;Mechanisierte Infanteriedivision;Zmechanizowana dywizja piechoty;;Механизированная дивизия;;;X
SDESC_LIGHT_ARMOR;Light Armored Division;Division blindйe lйgиre;Divisione corazzata leggera;Divisiуn blindada ligera;Leichte Panzerdivision;Lekka dywizja pancerna;;Легкотанковая дивизия;;;X
SDESC_ARMOR;Armored Division;Division blindйe;Divisione corazzata;Divisiуn blindada;Panzerdivision;Dywizja pancerna;;Танковая дивизия;;;X
SDESC_PARATROOPER;Paratroop Division;Division de parachutiste;Divisione paracadutisti;Divisiуn paracaidista;Fallschirmjдgerdivision;Dywizja spadochroniarzy;;Дивизия ВДВ;;;X
SDESC_MARINE;Marine Division;Division d'assaut amphibie;Divisione marine;Div. inf. marina;Marineinfanteriedivision;Dywizja piechoty morskiej;;Дивизия морской пехоты;;;X
SDESC_BERGSJAEGER;Mountain Division;Division alpine;Divisione alpini;Div. inf. montaсa;Gebirgsjдgerdivision;Dywizja strzelcуw gуrskich;;Горнострелковая дивизия;;;X
SDESC_GARRISON;Garrison Division;Garnison;Divisione presidio;Divisiуn de guarniciуn;Garnisonsdivision;Dywizja garnizonowa;;Гарнизонная дивизия;;;X
SDESC_HQ;HQ Division;QG;Divisione QG;Divisiуn de EM;Hauptquartier;Dywizja dowodzenia;;Штаб;;;X
SDESC_CAS;CAS Division;Division de BEP;Divisione CAS;Divisiуn AAP;Stuka-Geschwader;Dywizja CAS;;Штурмовая авиадивизия;;;X
SDESC_INTERCEPTOR;Interceptor Wing;Escadrille d'intercepteurs;Squadrone Intercettori;Escuadr. de interceptores;Abfangjдgergeschwader;Eskadra myњliwcуw przechwytuj№cych;;Крыло перехватчиков;;;X
SDESC_MULTI_ROLE;Fighter Wing;Escadrille de chasseurs;Squadrone Caccia;Escuadr. de cazas;Mehrzweckjдgergeschwader;Eskadra myњliwcуw;;Крыло истребителей;;;X
SDESC_ESCORT;Escort Fighter Wing;Escadrille de chasseurs d'escorte;Squadrone Caccia di scorta;Escuadr. de cazas de escolta;Begleitjдgergeschwader;Eskadra myњliwcуw eskortuj№cych;;Крыло истребителей сопровождения;;;X
SDESC_STRATEGIC_BOMBER;Strategic Bombing Wing;Escadrille de bomb. stratйgiques;Squadrone di bombardieri strategici;Escuadr. bombard. estrat.;Strategisches Bombergeschwader;Eskadra bombowcуw strategicznych;;Крыло стратегических бомбардировщиков;;;X
SDESC_TACTICAL_BOMBER;Tactical Bombing Wing;Escadrille de bomb. tactiques;Squadrone di bombardieri tattici;Escuadr. bombard. tбct.;Taktisches Bombergeschwader;Eskadra bombowcуw taktycznych;;Крыло тактических бомбардировщиков;;;X
SDESC_TRANSPORT_PLANE;Transport Wing;Escadrille de transport;Squadrone di trasporto;Escuadr. av. transp.;Transportgeschwader;Eskadra samolotуw transportowych;;Крыло транспортных самолетов;;;X
SDESC_NAVAL_BOMBER;Naval Bomber Wing;Escadrille de bombardiers navals;Squadrone di bombardieri navali;Escuadr. bomb. navales;Marinebombergeschwader;Eskadra bombowcуw okrкtowych;;Крыло морских бомбардировщиков;;;X
SDESC_BATTLESHIP;Battleship;Cuirassй;Corazzata;Acorazado;Schlachtschiff;Pancernik;;Линкор;;;X
SDESC_CRUISER;Cruiser;Croiseur;Incrociatore;Crucero;Kreuzer;Kr№їownik;;Крейсер;;;X
SDESC_LIGHT_CRUISER;Light Cruiser;Croiseur lйger;Incrociatore leggero;Crucero ligero;Leichter Kreuzer;Lekki kr№їownik;;Легкий крейсер;;;X
SDESC_HEAVY_CRUISER;Heavy Cruiser;Croiseur lourd;Incrociatore pesante;Crucero pesado;Schwerer Kreuzer;Ciкїki kr№їownik;;Тяжелый крейсер;;;X
SDESC_BATTLECRUISER;Battlecruiser;Croiseur CC;Incrociatore da guerra;Crucero de batalla;Schlachtkreuzer;Kr№їownik liniowy;;Линейный крейсер;;;X
SDESC_DESTROYER;Destroyer Flotilla;Flottille de destroyers;Flotta di cacciatorpediniere;Flotilla destruct.;Zerstцrerflottille;Flotylla niszczycieli;;Флотилия эсминцев;;;X
SDESC_CARRIER;Carrier;Porte-avions;Portaerei;Portaav.;Flugzeugtrдger;Lotniskowiec;;Авианосец;;;X
SDESC_SUBMARINE;Submarine Flotilla;Flottille sous-marine;Flotta di sommergibili;Flotilla submarinos;U-Boot-Flottille;Flotylla okrкtуw podwodnych;;Подводная флотилия;;;X
SDESC_TRANSPORT;Transport Flotilla;Flottille de cargos;Flotta di trasporto;Flotilla transportes;Transportflottille;Flotylla transportowcуw;;Транспортная флотилия;;;X
SDESC_MILITIA;Militia Division;Division de milice;Divisione di miliziani;Divisiуn milicia;Milizdivision;Dywizja milicji;;Дивизия ополчения;;;X
SDESC_FLYING_BOMB;Flying Bomb Battery;Batterie de bombes volantes;Batteria di bombe volanti;Baterнa bombas vol.;Flugbomben-Batterie;Bateria lataj№cych bomb;;Самолет-снаряд;;;X
SDESC_FLYING_ROCKET;Strategic Rocket Battery;Batterie de fusйes;Batteria di razzi volanti;Baterнa cohetes vol.;Flugraketenbatterie;Bateria rakiet niekierowanych;;Дивизион баллистических ракет;;;X
SDESC_ESCORT_CARRIER;Escort Carrier;Porte-avions d'escorte;Portaerei di scorta;Portaaviones de escolta;Geleittrдger;Eskortowac lotniskowiec ;;Легкий авианосец;;;X
SDESC_LIGHT_CARRIER;Light Carrier;Porte-avions lйger;Portaerei Leggera;Portaaviones ligero;Leichter Flugzeugtrдger;Lekki lotniskowiec ;;Легкий авианосец;;;X
SDESC_NUCLEAR_SUBMARINE;Heavy Submarine;Sous-marin lourd;Sottomarino pesante;Submarino Pesado;Schweres U-Boot;Ciкїki okrкt podwodny;;Тяжелая подлодка;;;X
LDESC_INFANTRY;Infantry will most likely make up the bulk of your army. They are relatively cheap to build and require no regular fuel supply to manoeuvre, but their lack of motorized transport means their speed of advance is limited. However, Infantry are able to occupy large areas of land, securing ground captured by other forces.;Vos armйes seront majoritairement constituйes d'unitйs d'infanterie. La crйation de ces unitйs est assez peu coыteuse et leurs manoeuvres ne nйcessitent pas d'apport rйgulier en carburant, toutefois l'absence de moyens de transport motorisй implique une progression а vitesse limitйe. Quoi qu'il en soit l'infanterie est capable d'occuper de vastes zones gйographiques ce qui permet de sйcuriser les territoires prйalablement conquis par d'autres unitйs armйes.;Solitamente, la fanteria costituisce la maggior parte del tuo esercito. Relativamente economica da creare, non richiede un rifornimento regolare di carburante. D'altro canto, la mancanza di trasporto motorizzato ne limita la rapiditа negli spostamenti. I fanti possono occupare grandi porzioni di terreno, assicurando il controllo sul territorio catturato da altri corpi del tuo esercito.;Probablemente, la infanterнa serб el grueso de tu ejйrcito. Es relativamente barata de formar y transportar y no precisa de un abastecimiento regular de combustible para maniobrar, aunque la falta de transporte motorizado comporta que su velocidad de avance sea limitada. Sin embargo, la infanterнa es bien capaz de ocupar grandes бreas de tierra, asegurando el terreno capturado por otros brazos de tu ejйrcito.;Die Infanterie macht wahrscheinlich den grцЯten Teil Ihrer Armee aus. Sie ist kostengьnstig in der Anschaffung und benцtigt keine regulдre Treibstoffversorgung zu ihrer Funktion. Allerdings ist ihre Geschwindigkeit durch das Fehlen einer motorisierten Transportmцglichkeit eingeschrдnkt. Jedoch kann die Infanterie groЯe Landstriche absichern, die durch andere Truppeneinheiten eingenommen wurden.;Piechota bкdzie zapewne podstawow№ formacj№, skіadaj№c№ siк na Twoje wojska. Jest wzglкdnie tania w budowie i nie wymaga staіych dostaw paliwa, ale brak zmotoryzowanego њrodka lokomocji czyni j№ bardzo powoln№. Piechota jest jednak w stanie zajmowaж duїe obszary l№du, zabezpieczaj№c w ten sposуb ziemie zdobyte przez inne wojska Twoich siі.;;Пехота, скорее всего, составит основу вашей армии. Ее достаточно просто сформировать и для совершения маневров не требуется постоянных поставок горючего, но отсутствие транспортных средств означает то, что скорость передвижения этих войск ограничена. Однако, пехота способна занимать огромные пространства на суше, охраняя территории, захваченные другими вашими войсками.;;;X
LDESC_CAVALRY;Cavalry are able to move fairly rapidly over most types of terrain and do not require a supply of fuel to operate, but they are lightly armed when compared with Armoured units, and the automatic weapons of the time can inflict devastating casualties to both men and horses. That is not to say that Cavalry can't prove useful in some instances as a mobile reserve.;La cavalerie est en mesure de se dйplacer rapidement sur tous types de terrain sans avoir besoin d'кtre rйapprovisionnйe en carburant. Ses soldats sont nйanmoins peu йquipйs par rapport aux unitйs blindйes dont les armes puissantes peuvent causer des dommages irrйparables aussi bien aux hommes qu'а leurs chevaux. Cela ne signifie pas pour autant que la cavalerie ne peut pas vous кtre utile en tant que rйserve mobile.;La cavalleria riesce a spostarsi rapidamente attraverso quasi tutti i tipi di territorio e non richiede un rifornimento di carburante. Confrontata con le unitа corazzate, la cavalleria possiede armi piщ leggere e le armi tecnologicamente piщ avanzate possono uccidere facilmente sia gli uomini che i cavalli. Ciт non significa che la cavalleria non possa tornare utile in alcune situazioni (per esempio come riserva mobile).;La caballerнa puede moverse con bastante rapidez por casi todos los tipos de terreno y no precisa de abastecimiento de combustible para funcionar, aunque va armada ligeramente en comparaciуn con las unidades blindadas y las armas modernas pueden infligir bajas devastadoras tanto en hombres como en caballos. Eso no quiere decir que, en algunos casos, la caballerнa no pueda resultar ъtil como reserva mуvil.;Die Kavallerie bewegt sich recht schnell in den meisten Gelдndearten und verbraucht zu ihrer Funktion keinen Treibstoff. Da sie aber im Vergleich zu den Panzereinheiten nur leicht bewaffnet ist kцnnen die heutigen, modernen Waffen sowohl vernichtende Menschen- als auch Tieropfer fordern. Das heiЯt aber nicht, dass die Kavallerie in einigen Situationen nicht als mobile Reserve eingesetzt werden kцnnte.;Kawaleria jest w stanie poruszaж siк wzglкdnie szybko po wiкkszoњci rodzajуw terenu i nie wymaga do tego paliwa. Jej lekkie uzbrojenie, w porуwnaniu z jednostkami pancernymi, czyni j№ bardzo podatn№ na ataki nowoczesn№ broni№, powoduj№c№ duїe straty wњrуd ludzi i koni. Nie znaczy to, їe nie moїe byж ona uїyteczna, na przykіad jako mobilna rezerwa.;;Кавалерия может передвигаться достаточно быстро по любой местности и не требует для этого поставки горючего, но, по сравнению с танковыми частями, эти войска легковооруженные, поэтому продвинутое вооружение может нанести огромные потери в личном составе и лошадях. Однако это не умаляет достоинств кавалерии в качестве маневренного резерва.;;;X
LDESC_MOTORIZED;Motorized Infantry make use of wheeled vehicles, such as trucks, to manoeuvre more rapidly than basic Infantry. But they are limited to roads and so their performance may suffer in provinces with low infrastructure levels.;L'infanterie motorisйe utilise des vйhicules а roues tels que les camions pour manoeuvrer plus rapidement que l'infanterie ordinaire. Leur champ d'action se limite de ce fait а la circulation sur route et leurs performances risquent d'кtre amoindries dans les provinces а infrastructure rйduite.;La fanteria motorizzata fa uso di veicoli su ruote (per esempio le camionette) per spostarsi piщ rapidamente della controparte a piedi. Ciononostante, i suoi spostamenti possono avvenire solo su strade asfaltate e le sue prestazioni calano nelle province con infrastrutture scadenti.;La infanterнa motorizada hace uso de vehнculos rodados, como camiones, para maniobrar mбs rбpidamente que la infanterнa regular. Sin embargo, se ve limitada al depender de las carreteras y su rendimiento puede sufrir mucho en provincias con niveles bajos de infraestructuras.;Die motorisierte Infanterie verwendet bereifte Fahrzeuge wie LKWs um sich schneller als die einfache Infanterie bewegen zu kцnnen. Sie ist aber auf gute StraЯen angewiesen und ihre Leistung kann in Provinzen mit niedriger Infrastruktur sinken.;Piechota zmotoryzowana korzysta z pojazdуw, takich jak ciкїarуwki i przemieszcza siк sprawniej niї zwykіa piechota. Jest jednak ograniczona do korzystania z drуg, a jej wydajnoњж w prowincjach o niskim poziomie infrastruktury znacznie spada.;;Моторизированная пехота использует колесный транспорт, например, грузовики, и передвигается гораздо быстрее обычной пехоты. Но она ограничена передвижением по дорогам, и ее действия не будут продуктивными в провинциях с низким уровнем инфраструктуры.;;;X
LDESC_MECHANIZED;Mechanized Infantry are equipped with all-terrain vehicles, such as the halftrack, which does not limit them to roads as with Motorized Infantry and allows them to work well with armoured units. However, the specialist equipment they require means their cost is high.;L'infanterie mйcanisйe est йquipйe de vйhicules tout-terrain tels que les autochenilles, leur action ne se limite donc pas aux routes et permet d'oeuvrer efficacement avec des unitйs blindйes. L'йquipement spйcial que requiиrent ces troupes implique nйanmoins un coыt de crйation йlevй.;La fanteria meccanizzata и equipaggiata con veicoli adatti a qualsiasi tipo di terreno (per esempio i cingolati), che le permettono di superare i limiti della fanteria motorizzata e di lavorare bene con le unitа corazzate. In ogni caso, lo speciale equipaggiamento di cui necessita ne incrementa notevolmente il costo.;La infanterнa mecanizada estб equipada con vehнculos todoterreno, como los semiorugas, lo que no les limita a las carreteras, como la infanterнa motorizada, y les permite trabajar bien con las unidades blindadas. Sin embargo, el equipo especial que necesita comporta que su coste sea elevado.;Die mechanisierte Infanterie ist mit Gelдndefahrzeugen wie Halbkettenfahrzeugen und Jeeps ausgestattet, weswegen sie nicht wie die motorisierte Infanterie auf StraЯen beschrдnkt ist und deswegen gut mit Panzereinheiten zusammenarbeiten kann. Trotzdem benцtigt sie Spezialausrьstung, was ihre Gesamtkosten wiederum in die Hцhe treibt. ;Piechota zmechanizowana jest wyposaїona w pojazdy terenowe, takie jak wozy g№sienicowe, co nie ogranicza jej zdolnoњci przemieszczania siк tak, jak to ma miejsce w przypadku piechoty zmotoryzowanej. Moїe ona wspуіdziaіaж z jednostkami pancernymi. Wymagania sprzкtowe piechoty zmiechanizowanej powoduj№, їe koszt jej budowy jest wysoki.;;Механизированная пехота оснащена автомобилями повышенной проходимости, такими как полугусеничные бронемашины, которые не ограничивают ее движение только дорогами, как моторизованную пехоту, и позволяет взаимодействовать с танковыми частями. Однако, специальное оборудование, в котором нуждается данный вид войск, определяет их высокую стоимость.;;;X
