U77;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
96529;Minister of Security;Michael Peroutka;2003;2050;2050;SC;Crime Fighter;High;Mperoutka;x
96530;Head of State;Charles Baldwin;2003;2050;2050;SC;Pig-headed Isolationist;High;Cbaldwin;x
96531;Head of Government;Charles Baldwin;2003;2050;2050;SC;Ambitious Union Boss;High;Cbaldwin;x
96532;Head of State;Arnold Schwarzenegger;2003;2050;2050;ML;Pig-headed Isolationist;High;Aschwarzenegger;x
96533;Head of Government;Arnold Schwarzenegger;2003;2050;2050;ML;Silent Workhorse;High;Aschwarzenegger;x
96534;Foreign Minister;Elton Gallegly;2003;2050;2050;ML;Biased Intellectual;High;Egallegly;x
96535;Minister of Armament;Duncan Hunter;2003;2050;2050;ML;Battle Fleet Proponent;High;Dhunter;x
96536;Minister of Security;Matthew Bettenhausen;2003;2050;2050;ML;Silent Lawyer;High;Mbettenhausen;x
96537;Head of Military Intelligence;Dan Lundgren;2003;2050;2050;ML;Political Specialist;High;Dlundgren;x
96538;Chief of Staff;William H. Wade;2003;2050;2050;NA;School of Fire Support;High;Whwade;x
96539;Chief of Army;Louis Antonetti;2003;2050;2050;NA;Elastic Defence Doctrine;High;Lantonetti;x
96540;Chief of Navy;Philip Greene;2003;2050;2050;NA;Decisive Naval Battle Doctrine;High;Pgreene;x
96541;Chief of Air Force;Dennis Lucas;2003;2050;2050;NA;Air Superiority Doctrine;High;Dlucas;x
96542;Chief of Army;Jeffrey Gidley;2003;2050;2050;NA;Armoured Spearhead Doctrine;High;Jgidley;x
96543;Foreign Minister;Barbara Boxer;2003;2050;2050;SL;Ideological Crusader;High;Bboxer;x
96544;Foreign Minister;Dana Rohrabacher;2003;2050;2050;ML;Apologetic Clerk;High;Drohrabacher;x
96545;Foreign Minister;Ed Royce;2003;2050;2050;ML;Great Compromiser;High;Eroyce;x
96546;Foreign Minister;Bradley Sherman;2003;2050;2050;SL;Biased Intellectual;High;Bsherman;x
96547;Foreign Minister;Barbara Lee;2003;2050;2050;SD;Ideological Crusader;High;Blee;x
96548;Foreign Minister;James Costa;2003;2050;2050;SL;Great Compromiser;High;Jcosta;x
96549;Head of Military Intelligence;Mike Thompson;2003;2050;2050;SL;Industrial Specialist;High;Mthompson;x
96550;Head of Military Intelligence;Adam Schiff;2003;2050;2050;SL;Technical Specialist;High;Aschiff;x
96551;Head of State;Philip Angelides;2003;2050;2050;SL;Weary Stiffneck;High;Pangelides;x
96552;Head of Government;Philip Angelides;2003;2050;2050;SL;Corporate Suit;High;Pangelides;x
96553;Chief of Navy;Terry Kraft;2003;2050;2050;SL;Power Projection Doctrine;High;Tkraft;x
96554;Chief of Navy;Robert Willard;2003;2050;2050;ML;Power Projection Doctrine;High;robertfwillard;x
